No,dteday,Musim,Tahun,Bulan,Jam,Hari_Libur,Hari,Hari_Kerja,Cuaca,Suhu,Suhu yang Dirasakan,Kelembaban,Kecepatan Angin,Jumlah
2476,4/18/2011,Musim Semi,0,April,2,Tidak,Minggu,Iya,Cerah,0.42,0.4242,0.67,0.1045,16
2477,4/18/2011,Musim Semi,0,April,3,Tidak,Minggu,Iya,Cerah,0.42,0.4242,0.62,0.1045,7
2478,4/18/2011,Musim Semi,0,April,4,Tidak,Minggu,Iya,Cerah,0.4,0.4091,0.87,0.1642,6
2479,4/18/2011,Musim Semi,0,April,5,Tidak,Minggu,Iya,Cerah,0.4,0.4091,0.76,0.0896,16
2480,4/18/2011,Musim Semi,0,April,6,Tidak,Minggu,Iya,Cerah,0.4,0.4091,0.82,0,54
2481,4/18/2011,Musim Semi,0,April,7,Tidak,Minggu,Iya,Cerah,0.46,0.4545,0.63,0,168
2482,4/18/2011,Musim Semi,0,April,8,Tidak,Minggu,Iya,Cerah,0.46,0.4545,0.63,0,297
2483,4/18/2011,Musim Semi,0,April,9,Tidak,Minggu,Iya,Berawan,0.5,0.4848,0.55,0.1045,169
2484,4/18/2011,Musim Semi,0,April,10,Tidak,Minggu,Iya,Berawan,0.52,0.5,0.55,0.1045,109
2485,4/18/2011,Musim Semi,0,April,11,Tidak,Minggu,Iya,Berawan,0.54,0.5152,0.52,0.0896,123
2486,4/18/2011,Musim Semi,0,April,12,Tidak,Minggu,Iya,Berawan,0.56,0.5303,0.49,0.0896,184
2487,4/18/2011,Musim Semi,0,April,13,Tidak,Minggu,Iya,Berawan,0.56,0.5303,0.49,0.1642,169
2488,4/18/2011,Musim Semi,0,April,14,Tidak,Minggu,Iya,Berawan,0.58,0.5455,0.49,0.194,144
2489,4/18/2011,Musim Semi,0,April,15,Tidak,Minggu,Iya,Berawan,0.6,0.6212,0.43,0.194,176
2490,4/18/2011,Musim Semi,0,April,16,Tidak,Minggu,Iya,Cerah,0.6,0.6212,0.46,0.2836,205
2491,4/18/2011,Musim Semi,0,April,17,Tidak,Minggu,Iya,Cerah,0.58,0.5455,0.49,0.2836,428
2492,4/18/2011,Musim Semi,0,April,18,Tidak,Minggu,Iya,Cerah,0.64,0.6212,0.31,0.3582,362
2493,4/18/2011,Musim Semi,0,April,19,Tidak,Minggu,Iya,Cerah,0.56,0.5303,0.46,0.2537,286
2494,4/18/2011,Musim Semi,0,April,20,Tidak,Minggu,Iya,Cerah,0.6,0.6212,0.33,0.2985,165
2495,4/18/2011,Musim Semi,0,April,21,Tidak,Minggu,Iya,Cerah,0.56,0.5303,0.37,0.2836,151
2496,4/18/2011,Musim Semi,0,April,22,Tidak,Minggu,Iya,Cerah,0.52,0.5,0.55,0.2836,90
2497,4/18/2011,Musim Semi,0,April,23,Tidak,Minggu,Iya,Cerah,0.5,0.4848,0.59,0.2537,46
2498,4/19/2011,Musim Semi,0,April,0,Tidak,Senin,Iya,Cerah,0.5,0.4848,0.55,0.2239,25
2499,4/19/2011,Musim Semi,0,April,1,Tidak,Senin,Iya,Cerah,0.46,0.4545,0.63,0.2239,7
2500,4/19/2011,Musim Semi,0,April,2,Tidak,Senin,Iya,Cerah,0.46,0.4545,0.67,0.2836,13
2501,4/19/2011,Musim Semi,0,April,3,Tidak,Senin,Iya,Cerah,0.48,0.4697,0.63,0.2239,3
2502,4/19/2011,Musim Semi,0,April,4,Tidak,Senin,Iya,Cerah,0.46,0.4545,0.67,0.0896,5
2503,4/19/2011,Musim Semi,0,April,5,Tidak,Senin,Iya,Berawan,0.46,0.4545,0.72,0.194,18
2504,4/19/2011,Musim Semi,0,April,6,Tidak,Senin,Iya,Berawan,0.48,0.4697,0.67,0,65
2505,4/19/2011,Musim Semi,0,April,7,Tidak,Senin,Iya,Berawan,0.52,0.5,0.55,0,188
2506,4/19/2011,Musim Semi,0,April,8,Tidak,Senin,Iya,Berawan,0.5,0.4848,0.68,0.1343,351
2507,4/19/2011,Musim Semi,0,April,9,Tidak,Senin,Iya,Hujan,0.52,0.5,0.63,0.0896,162
2508,4/19/2011,Musim Semi,0,April,10,Tidak,Senin,Iya,Berawan,0.5,0.4848,0.72,0.2239,75
2509,4/19/2011,Musim Semi,0,April,11,Tidak,Senin,Iya,Berawan,0.54,0.5152,0.68,0.1642,72
2510,4/19/2011,Musim Semi,0,April,12,Tidak,Senin,Iya,Berawan,0.54,0.5152,0.64,0.0896,103
2511,4/19/2011,Musim Semi,0,April,13,Tidak,Senin,Iya,Berawan,0.54,0.5152,0.68,0.2239,129
2512,4/19/2011,Musim Semi,0,April,14,Tidak,Senin,Iya,Berawan,0.54,0.5152,0.64,0.194,107
2513,4/19/2011,Musim Semi,0,April,15,Tidak,Senin,Iya,Berawan,0.54,0.5152,0.65,0.1642,127
2514,4/19/2011,Musim Semi,0,April,16,Tidak,Senin,Iya,Cerah,0.56,0.5303,0.52,0.2985,192
2515,4/19/2011,Musim Semi,0,April,17,Tidak,Senin,Iya,Cerah,0.56,0.5303,0.6,0.1045,411
2516,4/19/2011,Musim Semi,0,April,18,Tidak,Senin,Iya,Berawan,0.54,0.5152,0.64,0.1343,421
2517,4/19/2011,Musim Semi,0,April,19,Tidak,Senin,Iya,Berawan,0.5,0.4848,0.72,0.194,276
2518,4/19/2011,Musim Semi,0,April,20,Tidak,Senin,Iya,Berawan,0.5,0.4848,0.72,0.2239,168
2519,4/19/2011,Musim Semi,0,April,21,Tidak,Senin,Iya,Berawan,0.5,0.4848,0.72,0.1343,122
2520,4/19/2011,Musim Semi,0,April,22,Tidak,Senin,Iya,Cerah,0.48,0.4697,0.77,0.0896,112
2521,4/19/2011,Musim Semi,0,April,23,Tidak,Senin,Iya,Cerah,0.46,0.4545,0.88,0.0896,52
2522,4/20/2011,Musim Semi,0,April,0,Tidak,Selasa,Iya,Cerah,0.44,0.4394,0.88,0.1343,33
2523,4/20/2011,Musim Semi,0,April,1,Tidak,Selasa,Iya,Cerah,0.42,0.4242,0.94,0.1642,7
2524,4/20/2011,Musim Semi,0,April,2,Tidak,Selasa,Iya,Cerah,0.42,0.4242,0.94,0.1642,2
2525,4/20/2011,Musim Semi,0,April,3,Tidak,Selasa,Iya,Cerah,0.42,0.4242,0.94,0,2
2526,4/20/2011,Musim Semi,0,April,4,Tidak,Selasa,Iya,Cerah,0.4,0.4091,1,0.1045,9
2527,4/20/2011,Musim Semi,0,April,5,Tidak,Selasa,Iya,Cerah,0.4,0.4091,0.94,0.194,15
2528,4/20/2011,Musim Semi,0,April,6,Tidak,Selasa,Iya,Cerah,0.42,0.4242,0.94,0.1642,64
2529,4/20/2011,Musim Semi,0,April,7,Tidak,Selasa,Iya,Cerah,0.44,0.4394,0.94,0,237
2530,4/20/2011,Musim Semi,0,April,8,Tidak,Selasa,Iya,Cerah,0.62,0.6061,0.69,0.4627,396
2531,4/20/2011,Musim Semi,0,April,9,Tidak,Selasa,Iya,Cerah,0.66,0.6212,0.61,0.2836,197
2532,4/20/2011,Musim Semi,0,April,10,Tidak,Selasa,Iya,Cerah,0.62,0.6061,0.69,0.0896,131
2533,4/20/2011,Musim Semi,0,April,11,Tidak,Selasa,Iya,Cerah,0.62,0.6061,0.69,0.0896,118
2534,4/20/2011,Musim Semi,0,April,12,Tidak,Selasa,Iya,Cerah,0.7,0.6515,0.48,0.3881,145
2535,4/20/2011,Musim Semi,0,April,13,Tidak,Selasa,Iya,Cerah,0.7,0.6515,0.48,0.3881,177
2536,4/20/2011,Musim Semi,0,April,14,Tidak,Selasa,Iya,Cerah,0.74,0.6515,0.4,0.4627,148
2537,4/20/2011,Musim Semi,0,April,15,Tidak,Selasa,Iya,Berawan,0.76,0.6667,0.35,0.3582,145
2538,4/20/2011,Musim Semi,0,April,16,Tidak,Selasa,Iya,Berawan,0.76,0.6667,0.35,0.3582,255
2539,4/20/2011,Musim Semi,0,April,17,Tidak,Selasa,Iya,Berawan,0.74,0.6515,0.37,0.4179,432
2540,4/20/2011,Musim Semi,0,April,18,Tidak,Selasa,Iya,Cerah,0.74,0.6515,0.3,0.3582,441
2541,4/20/2011,Musim Semi,0,April,19,Tidak,Selasa,Iya,Cerah,0.7,0.6364,0.32,0.2537,383
2542,4/20/2011,Musim Semi,0,April,20,Tidak,Selasa,Iya,Cerah,0.68,0.6212,0.32,0.1045,225
2543,4/20/2011,Musim Semi,0,April,21,Tidak,Selasa,Iya,Cerah,0.66,0.6212,0.36,0.2836,172
2544,4/20/2011,Musim Semi,0,April,22,Tidak,Selasa,Iya,Cerah,0.62,0.6212,0.41,0.2537,117
2545,4/20/2011,Musim Semi,0,April,23,Tidak,Selasa,Iya,Cerah,0.6,0.6212,0.4,0.3284,93
2546,4/21/2011,Musim Semi,0,April,0,Tidak,Rabu,Iya,Cerah,0.56,0.5303,0.43,0.3582,44
2547,4/21/2011,Musim Semi,0,April,1,Tidak,Rabu,Iya,Cerah,0.52,0.5,0.45,0.2239,26
2548,4/21/2011,Musim Semi,0,April,2,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.42,0.3881,13
2549,4/21/2011,Musim Semi,0,April,3,Tidak,Rabu,Iya,Berawan,0.46,0.4545,0.51,0.4627,7
2550,4/21/2011,Musim Semi,0,April,4,Tidak,Rabu,Iya,Berawan,0.44,0.4394,0.54,0.4478,6
2551,4/21/2011,Musim Semi,0,April,5,Tidak,Rabu,Iya,Berawan,0.42,0.4242,0.54,0.5522,14
2552,4/21/2011,Musim Semi,0,April,6,Tidak,Rabu,Iya,Berawan,0.4,0.4091,0.58,0.5821,75
2553,4/21/2011,Musim Semi,0,April,7,Tidak,Rabu,Iya,Berawan,0.42,0.4242,0.47,0.4627,198
2554,4/21/2011,Musim Semi,0,April,8,Tidak,Rabu,Iya,Berawan,0.4,0.4091,0.5,0.4925,365
2555,4/21/2011,Musim Semi,0,April,9,Tidak,Rabu,Iya,Berawan,0.42,0.4242,0.47,0.2836,196
2556,4/21/2011,Musim Semi,0,April,10,Tidak,Rabu,Iya,Cerah,0.42,0.4242,0.44,0.3582,98
2557,4/21/2011,Musim Semi,0,April,11,Tidak,Rabu,Iya,Cerah,0.44,0.4394,0.41,0.2836,133
2558,4/21/2011,Musim Semi,0,April,12,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.38,0.1642,199
2559,4/21/2011,Musim Semi,0,April,13,Tidak,Rabu,Iya,Cerah,0.48,0.4697,0.33,0.3284,177
2560,4/21/2011,Musim Semi,0,April,14,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.34,0.3881,228
2561,4/21/2011,Musim Semi,0,April,15,Tidak,Rabu,Iya,Cerah,0.52,0.5,0.29,0.4179,235
2562,4/21/2011,Musim Semi,0,April,16,Tidak,Rabu,Iya,Cerah,0.52,0.5,0.27,0.3582,294
2563,4/21/2011,Musim Semi,0,April,17,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.29,0.1642,481
2564,4/21/2011,Musim Semi,0,April,18,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.25,0.2836,452
2565,4/21/2011,Musim Semi,0,April,19,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.28,0.2836,324
2566,4/21/2011,Musim Semi,0,April,20,Tidak,Rabu,Iya,Cerah,0.44,0.4394,0.3,0.1343,204
2567,4/21/2011,Musim Semi,0,April,21,Tidak,Rabu,Iya,Cerah,0.42,0.4242,0.47,0.194,184
2568,4/21/2011,Musim Semi,0,April,22,Tidak,Rabu,Iya,Cerah,0.42,0.4242,0.38,0.0896,137
2569,4/21/2011,Musim Semi,0,April,23,Tidak,Rabu,Iya,Cerah,0.4,0.4091,0.43,0.1045,99
2570,4/22/2011,Musim Semi,0,April,0,Tidak,Kamis,Iya,Cerah,0.36,0.3485,0.62,0.194,33
2571,4/22/2011,Musim Semi,0,April,1,Tidak,Kamis,Iya,Cerah,0.36,0.3333,0.53,0.2537,24
2572,4/22/2011,Musim Semi,0,April,2,Tidak,Kamis,Iya,Cerah,0.36,0.3333,0.53,0.2985,9
2573,4/22/2011,Musim Semi,0,April,3,Tidak,Kamis,Iya,Cerah,0.36,0.3333,0.53,0.2985,2
2574,4/22/2011,Musim Semi,0,April,4,Tidak,Kamis,Iya,Cerah,0.34,0.3182,0.53,0.2836,3
2575,4/22/2011,Musim Semi,0,April,5,Tidak,Kamis,Iya,Cerah,0.34,0.3182,0.53,0.2239,16
2576,4/22/2011,Musim Semi,0,April,6,Tidak,Kamis,Iya,Cerah,0.34,0.3182,0.53,0.2836,49
2577,4/22/2011,Musim Semi,0,April,7,Tidak,Kamis,Iya,Berawan,0.34,0.3182,0.53,0.2836,180
2578,4/22/2011,Musim Semi,0,April,8,Tidak,Kamis,Iya,Berawan,0.34,0.3182,0.53,0.2537,346
2579,4/22/2011,Musim Semi,0,April,9,Tidak,Kamis,Iya,Hujan,0.34,0.303,0.61,0.2985,195
2580,4/22/2011,Musim Semi,0,April,10,Tidak,Kamis,Iya,Berawan,0.36,0.3485,0.62,0.194,136
2581,4/22/2011,Musim Semi,0,April,11,Tidak,Kamis,Iya,Hujan,0.34,0.3333,0.66,0.194,106
2582,4/22/2011,Musim Semi,0,April,12,Tidak,Kamis,Iya,Hujan,0.34,0.3333,0.76,0.1343,80
2583,4/22/2011,Musim Semi,0,April,13,Tidak,Kamis,Iya,Hujan,0.34,0.3333,0.87,0.194,40
2584,4/22/2011,Musim Semi,0,April,14,Tidak,Kamis,Iya,Hujan,0.34,0.3182,0.87,0.2537,36
2585,4/22/2011,Musim Semi,0,April,15,Tidak,Kamis,Iya,Hujan,0.34,0.3333,0.87,0.194,75
2586,4/22/2011,Musim Semi,0,April,16,Tidak,Kamis,Iya,Hujan,0.34,0.3333,0.87,0.1343,62
2587,4/22/2011,Musim Semi,0,April,17,Tidak,Kamis,Iya,Hujan,0.32,0.303,0.93,0.2239,69
2588,4/22/2011,Musim Semi,0,April,18,Tidak,Kamis,Iya,Hujan,0.32,0.303,0.93,0.2239,51
2589,4/22/2011,Musim Semi,0,April,19,Tidak,Kamis,Iya,Hujan,0.32,0.303,0.93,0.2239,55
2590,4/22/2011,Musim Semi,0,April,20,Tidak,Kamis,Iya,Hujan,0.32,0.303,0.87,0.2239,47
2591,4/22/2011,Musim Semi,0,April,21,Tidak,Kamis,Iya,Hujan,0.3,0.303,0.93,0.1642,28
2592,4/22/2011,Musim Semi,0,April,22,Tidak,Kamis,Iya,Hujan,0.3,0.303,1,0.1343,24
2593,4/22/2011,Musim Semi,0,April,23,Tidak,Kamis,Iya,Hujan,0.32,0.3333,0.93,0.1045,17
2594,4/23/2011,Musim Semi,0,April,0,Tidak,Jumat,Tidak,Berawan,0.32,0.3182,1,0.194,18
2595,4/23/2011,Musim Semi,0,April,1,Tidak,Jumat,Tidak,Berawan,0.32,0.3182,1,0.194,16
2596,4/23/2011,Musim Semi,0,April,2,Tidak,Jumat,Tidak,Hujan,0.32,0.3333,1,0.1343,17
2597,4/23/2011,Musim Semi,0,April,3,Tidak,Jumat,Tidak,Hujan,0.32,0.3333,1,0.0896,4
2598,4/23/2011,Musim Semi,0,April,4,Tidak,Jumat,Tidak,Hujan,0.34,0.3636,1,0,5
2599,4/23/2011,Musim Semi,0,April,5,Tidak,Jumat,Tidak,Hujan,0.34,0.3636,1,0,7
2600,4/23/2011,Musim Semi,0,April,6,Tidak,Jumat,Tidak,Berawan,0.34,0.3333,1,0.1642,11
2601,4/23/2011,Musim Semi,0,April,7,Tidak,Jumat,Tidak,Hujan,0.34,0.3333,1,0.1642,19
2602,4/23/2011,Musim Semi,0,April,8,Tidak,Jumat,Tidak,Berawan,0.36,0.3333,1,0.2537,47
2603,4/23/2011,Musim Semi,0,April,9,Tidak,Jumat,Tidak,Berawan,0.38,0.3939,0.94,0.2985,68
2604,4/23/2011,Musim Semi,0,April,10,Tidak,Jumat,Tidak,Berawan,0.42,0.4242,0.88,0.2239,129
2605,4/23/2011,Musim Semi,0,April,11,Tidak,Jumat,Tidak,Berawan,0.46,0.4545,0.88,0.2239,232
2606,4/23/2011,Musim Semi,0,April,12,Tidak,Jumat,Tidak,Cerah,0.52,0.5,0.83,0.4179,291
2607,4/23/2011,Musim Semi,0,April,13,Tidak,Jumat,Tidak,Cerah,0.52,0.5,0.83,0.3881,312
2608,4/23/2011,Musim Semi,0,April,14,Tidak,Jumat,Tidak,Cerah,0.58,0.5455,0.78,0.3582,391
2609,4/23/2011,Musim Semi,0,April,15,Tidak,Jumat,Tidak,Cerah,0.6,0.5909,0.73,0.3881,397
2610,4/23/2011,Musim Semi,0,April,16,Tidak,Jumat,Tidak,Cerah,0.6,0.5909,0.73,0.2836,426
2611,4/23/2011,Musim Semi,0,April,17,Tidak,Jumat,Tidak,Cerah,0.6,0.5909,0.73,0.3284,383
2612,4/23/2011,Musim Semi,0,April,18,Tidak,Jumat,Tidak,Cerah,0.58,0.5455,0.78,0.194,376
2613,4/23/2011,Musim Semi,0,April,19,Tidak,Jumat,Tidak,Cerah,0.56,0.5303,0.83,0.2836,283
2614,4/23/2011,Musim Semi,0,April,20,Tidak,Jumat,Tidak,Berawan,0.54,0.5152,0.88,0.2537,183
2615,4/23/2011,Musim Semi,0,April,21,Tidak,Jumat,Tidak,Berawan,0.56,0.5303,0.83,0.2836,135
2616,4/23/2011,Musim Semi,0,April,22,Tidak,Jumat,Tidak,Berawan,0.58,0.5455,0.78,0.2537,169
2617,4/23/2011,Musim Semi,0,April,23,Tidak,Jumat,Tidak,Berawan,0.54,0.5152,0.88,0.1642,117
2618,4/24/2011,Musim Semi,0,April,0,Tidak,Sabtu,Tidak,Cerah,0.52,0.5,0.83,0.2239,96
2619,4/24/2011,Musim Semi,0,April,1,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.88,0.194,54
2620,4/24/2011,Musim Semi,0,April,2,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.88,0.194,72
2621,4/24/2011,Musim Semi,0,April,3,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.94,0.0896,24
2622,4/24/2011,Musim Semi,0,April,4,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.94,0.0896,5
2623,4/24/2011,Musim Semi,0,April,5,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.94,0.0896,12
2624,4/24/2011,Musim Semi,0,April,6,Tidak,Sabtu,Tidak,Berawan,0.5,0.4848,1,0,13
2625,4/24/2011,Musim Semi,0,April,7,Tidak,Sabtu,Tidak,Berawan,0.5,0.4848,1,0,27
2626,4/24/2011,Musim Semi,0,April,8,Tidak,Sabtu,Tidak,Cerah,0.52,0.5,0.94,0.2239,80
2627,4/24/2011,Musim Semi,0,April,9,Tidak,Sabtu,Tidak,Cerah,0.56,0.5303,0.88,0.2537,177
2628,4/24/2011,Musim Semi,0,April,10,Tidak,Sabtu,Tidak,Cerah,0.6,0.5758,0.78,0.1642,289
2629,4/24/2011,Musim Semi,0,April,11,Tidak,Sabtu,Tidak,Cerah,0.66,0.6212,0.65,0.1343,317
2630,4/24/2011,Musim Semi,0,April,12,Tidak,Sabtu,Tidak,Cerah,0.68,0.6364,0.65,0.2537,388
2631,4/24/2011,Musim Semi,0,April,13,Tidak,Sabtu,Tidak,Cerah,0.7,0.6515,0.58,0.2836,441
2632,4/24/2011,Musim Semi,0,April,14,Tidak,Sabtu,Tidak,Cerah,0.7,0.6515,0.54,0.3284,420
2633,4/24/2011,Musim Semi,0,April,15,Tidak,Sabtu,Tidak,Cerah,0.66,0.6212,0.61,0.2537,369
2634,4/24/2011,Musim Semi,0,April,16,Tidak,Sabtu,Tidak,Cerah,0.74,0.6667,0.48,0.3881,359
2635,4/24/2011,Musim Semi,0,April,17,Tidak,Sabtu,Tidak,Cerah,0.66,0.6212,0.65,0.2985,331
2636,4/24/2011,Musim Semi,0,April,18,Tidak,Sabtu,Tidak,Cerah,0.64,0.6061,0.69,0.1642,270
2637,4/24/2011,Musim Semi,0,April,19,Tidak,Sabtu,Tidak,Hujan,0.6,0.5606,0.83,0.2836,194
2638,4/24/2011,Musim Semi,0,April,20,Tidak,Sabtu,Tidak,Hujan,0.6,0.5606,0.83,0.2836,105
2639,4/24/2011,Musim Semi,0,April,21,Tidak,Sabtu,Tidak,Hujan,0.54,0.5152,0.94,0.1642,61
2640,4/24/2011,Musim Semi,0,April,22,Tidak,Sabtu,Tidak,Hujan,0.54,0.5152,1,0.1642,45
2641,4/24/2011,Musim Semi,0,April,23,Tidak,Sabtu,Tidak,Hujan,0.54,0.5152,1,0.0896,42
2642,4/25/2011,Musim Semi,0,April,0,Tidak,Minggu,Iya,Hujan,0.52,0.5,1,0,12
2643,4/25/2011,Musim Semi,0,April,1,Tidak,Minggu,Iya,Cerah,0.54,0.5152,1,0.0896,10
2644,4/25/2011,Musim Semi,0,April,2,Tidak,Minggu,Iya,Cerah,0.54,0.5152,1,0.0896,10
2645,4/25/2011,Musim Semi,0,April,3,Tidak,Minggu,Iya,Berawan,0.5,0.4848,1,0.1045,10
2646,4/25/2011,Musim Semi,0,April,4,Tidak,Minggu,Iya,Berawan,0.52,0.5,1,0,5
2647,4/25/2011,Musim Semi,0,April,5,Tidak,Minggu,Iya,Berawan,0.46,0.4545,1,0,17
2648,4/25/2011,Musim Semi,0,April,6,Tidak,Minggu,Iya,Berawan,0.5,0.4848,1,0,66
2649,4/25/2011,Musim Semi,0,April,7,Tidak,Minggu,Iya,Berawan,0.52,0.5,1,0.0896,196
2650,4/25/2011,Musim Semi,0,April,8,Tidak,Minggu,Iya,Cerah,0.56,0.5303,0.88,0.1045,353
2651,4/25/2011,Musim Semi,0,April,9,Tidak,Minggu,Iya,Cerah,0.6,0.5606,0.83,0.1343,174
2652,4/25/2011,Musim Semi,0,April,10,Tidak,Minggu,Iya,Cerah,0.64,0.6061,0.73,0.2239,125
2653,4/25/2011,Musim Semi,0,April,11,Tidak,Minggu,Iya,Cerah,0.64,0.6061,0.73,0.2239,147
2654,4/25/2011,Musim Semi,0,April,12,Tidak,Minggu,Iya,Cerah,0.66,0.6212,0.74,0.2537,188
2655,4/25/2011,Musim Semi,0,April,13,Tidak,Minggu,Iya,Cerah,0.7,0.6515,0.65,0.2239,203
2656,4/25/2011,Musim Semi,0,April,14,Tidak,Minggu,Iya,Cerah,0.72,0.6667,0.54,0.2239,146
2657,4/25/2011,Musim Semi,0,April,15,Tidak,Minggu,Iya,Cerah,0.74,0.6667,0.51,0.2239,175
2658,4/25/2011,Musim Semi,0,April,16,Tidak,Minggu,Iya,Cerah,0.7,0.6515,0.54,0.3582,239
2659,4/25/2011,Musim Semi,0,April,17,Tidak,Minggu,Iya,Cerah,0.7,0.6515,0.54,0.2985,521
2660,4/25/2011,Musim Semi,0,April,18,Tidak,Minggu,Iya,Cerah,0.68,0.6364,0.57,0.3582,499
2661,4/25/2011,Musim Semi,0,April,19,Tidak,Minggu,Iya,Cerah,0.66,0.6212,0.57,0.3284,382
2662,4/25/2011,Musim Semi,0,April,20,Tidak,Minggu,Iya,Cerah,0.66,0.6212,0.61,0.2836,237
2663,4/25/2011,Musim Semi,0,April,21,Tidak,Minggu,Iya,Cerah,0.62,0.6061,0.69,0.2537,190
2664,4/25/2011,Musim Semi,0,April,22,Tidak,Minggu,Iya,Cerah,0.6,0.5909,0.73,0.2985,106
2665,4/25/2011,Musim Semi,0,April,23,Tidak,Minggu,Iya,Cerah,0.58,0.5455,0.78,0.2836,62
2666,4/26/2011,Musim Semi,0,April,0,Tidak,Senin,Iya,Cerah,0.62,0.6061,0.69,0.2836,27
2667,4/26/2011,Musim Semi,0,April,1,Tidak,Senin,Iya,Cerah,0.62,0.5909,0.73,0.2836,21
2668,4/26/2011,Musim Semi,0,April,2,Tidak,Senin,Iya,Cerah,0.56,0.5303,0.83,0.3284,26
2669,4/26/2011,Musim Semi,0,April,3,Tidak,Senin,Iya,Cerah,0.54,0.5152,0.88,0.2836,21
2670,4/26/2011,Musim Semi,0,April,4,Tidak,Senin,Iya,Cerah,0.56,0.5303,0.83,0.2537,6
2671,4/26/2011,Musim Semi,0,April,5,Tidak,Senin,Iya,Cerah,0.54,0.5152,0.88,0.2537,16
2672,4/26/2011,Musim Semi,0,April,6,Tidak,Senin,Iya,Cerah,0.56,0.5303,0.88,0.2239,80
2673,4/26/2011,Musim Semi,0,April,7,Tidak,Senin,Iya,Cerah,0.58,0.5455,0.83,0.2985,270
2674,4/26/2011,Musim Semi,0,April,8,Tidak,Senin,Iya,Cerah,0.58,0.5455,0.83,0.2985,449
2675,4/26/2011,Musim Semi,0,April,9,Tidak,Senin,Iya,Cerah,0.64,0.6061,0.73,0.3582,199
2676,4/26/2011,Musim Semi,0,April,10,Tidak,Senin,Iya,Cerah,0.66,0.6212,0.69,0.3582,120
2677,4/26/2011,Musim Semi,0,April,11,Tidak,Senin,Iya,Cerah,0.68,0.6364,0.65,0.3881,172
2678,4/26/2011,Musim Semi,0,April,12,Tidak,Senin,Iya,Cerah,0.7,0.6515,0.61,0.4179,186
2679,4/26/2011,Musim Semi,0,April,13,Tidak,Senin,Iya,Cerah,0.74,0.6667,0.51,0.4478,176
2680,4/26/2011,Musim Semi,0,April,14,Tidak,Senin,Iya,Cerah,0.72,0.6667,0.58,0.3284,155
2681,4/26/2011,Musim Semi,0,April,15,Tidak,Senin,Iya,Cerah,0.7,0.6515,0.61,0.3582,153
2682,4/26/2011,Musim Semi,0,April,16,Tidak,Senin,Iya,Cerah,0.7,0.6515,0.58,0.3881,291
2683,4/26/2011,Musim Semi,0,April,17,Tidak,Senin,Iya,Cerah,0.68,0.6364,0.61,0.3582,521
2684,4/26/2011,Musim Semi,0,April,18,Tidak,Senin,Iya,Cerah,0.68,0.6364,0.65,0.4478,528
2685,4/26/2011,Musim Semi,0,April,19,Tidak,Senin,Iya,Cerah,0.64,0.6061,0.73,0.4179,328
2686,4/26/2011,Musim Semi,0,April,20,Tidak,Senin,Iya,Cerah,0.64,0.6061,0.73,0.3582,234
2687,4/26/2011,Musim Semi,0,April,21,Tidak,Senin,Iya,Cerah,0.62,0.5909,0.78,0.2836,195
2688,4/26/2011,Musim Semi,0,April,22,Tidak,Senin,Iya,Berawan,0.6,0.5606,0.83,0.194,148
2689,4/26/2011,Musim Semi,0,April,23,Tidak,Senin,Iya,Berawan,0.6,0.5606,0.83,0.2239,78
2690,4/27/2011,Musim Semi,0,April,0,Tidak,Selasa,Iya,Cerah,0.6,0.5606,0.83,0.2239,27
2691,4/27/2011,Musim Semi,0,April,1,Tidak,Selasa,Iya,Cerah,0.6,0.5606,0.83,0.2537,17
2692,4/27/2011,Musim Semi,0,April,2,Tidak,Selasa,Iya,Cerah,0.58,0.5455,0.88,0.2537,5
2693,4/27/2011,Musim Semi,0,April,3,Tidak,Selasa,Iya,Berawan,0.58,0.5455,0.88,0.2836,7
2694,4/27/2011,Musim Semi,0,April,4,Tidak,Selasa,Iya,Cerah,0.56,0.5303,0.94,0.2239,6
2695,4/27/2011,Musim Semi,0,April,5,Tidak,Selasa,Iya,Berawan,0.56,0.5303,0.94,0.2537,17
2696,4/27/2011,Musim Semi,0,April,6,Tidak,Selasa,Iya,Cerah,0.56,0.5303,0.94,0.2537,84
2697,4/27/2011,Musim Semi,0,April,7,Tidak,Selasa,Iya,Berawan,0.58,0.5455,0.88,0.2836,246
2698,4/27/2011,Musim Semi,0,April,8,Tidak,Selasa,Iya,Berawan,0.58,0.5455,0.88,0.3284,444
2699,4/27/2011,Musim Semi,0,April,9,Tidak,Selasa,Iya,Berawan,0.6,0.5455,0.88,0.4179,181
2700,4/27/2011,Musim Semi,0,April,10,Tidak,Selasa,Iya,Berawan,0.62,0.5758,0.83,0.2836,92
2701,4/27/2011,Musim Semi,0,April,11,Tidak,Selasa,Iya,Berawan,0.64,0.5909,0.78,0.2836,156
